,name,url,img,loc,Loại hình di tích,Loại hình xếp hạng,Xếp hạng,Niên đại tuyệt đối,Niên đại chủ đạo,Tọa độ,Đối tượng thờ,Dấu vết vật chất sớm nhất,Quyết định xếp hạng,Tên khác,Niên đại khởi dựng,Hồ sơ khảo sát đình chùa Đồng Kỵ 1987,Hồ sơ khảo sát đình Bảng,Bản vẽ thiết kế (CT,Bản vẽ,Bản vẽ hoàn công (phần việc,Bản vẽ thiết kế kỹ thuật thi công (Phần việc,Bản vẽ thiết kế kỹ thuật. HM,Bản vẽ thiết kế kỹ thuật thi công (Hạng mục,Bản vẽ thiết kế (Hạng mục,Bản vẽ hiện trạng (mặt bằng,Dự án thực nghiệm tu bổ tôn tạo đình Chu Quyến,Hồ sơ viết di tích đình Lỗ Hạnh,Hồ sơ bản vẽ di tích đình Nội,Hồ sơ viết di tích đình Nội,Hồ sơ bản vẽ di tích chùa Yên Viên,Hồ sơ viết di tích chùa Yên Viên,Hồ sơ ảnh di tích chùa Yên Viên,Hồ sơ viết di tích đình Phúc Long,Hồ sơ ảnh di tích đình Phúc Long,Báo cáo đầu tư tu bổ cấp thiết đình Trân Tảo. HM,HSTKBVTC dự án tôn tạo Đền Ngọc Sơn. HM,Hồ sơ ảnh đền Thiên Trường,Hồ sơ thiết kế tu bổ tôn tạo (Hm,Hồ sơ thiết kế kỹ thuật thi công (Hm,Hồ sơ khảo sát tháp Dương Long,Hồ sơ thiết kế tu bổ tháp Đôi,Hồ sơ bản vẽ điện Tây Sơn Tam Kiệt,Hồ sơ khảo sát đình Phù Lão (1982),Hồ sơ khảo sát đình Phù Lão
763,chùa Ngô Đồng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5410,http://ditich.vn\upload\images\ditich\Ch-N0106.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Hồng Dương",Chùa,,Chưa xếp hạng,,TK 20,,,TK 20,,(chùa Lê,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,chùa Hoàng Trung,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5409,http://ditich.vn\upload\images\ditich\Ch-H0107.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Hồng Dương",Chùa,,Chưa xếp hạng,"Nhà Tổ 1936, Tiền đường 1945",Giữa TK 20,,,TK 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,đình Phúc Mậu,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5408,http://ditich.vn\upload\images\ditich\Di-P0113.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Đồng Mai",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Đại đình 1904,Giữa TK 20,,Trần Khánh Dư,đầu TK 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,đình Nhân Huệ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5407,http://ditich.vn\upload\images\ditich\Di-N0180.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Đồng Mai",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,,Cuối TK 19,,Vạn Phúc phu nhân,Cuối TK 19,Năm 1998 của UBND tỉnh Hà Tây,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,đình Đồng Hoàng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5406,http://ditich.vn\upload\images\ditich\Di-D0191.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Đồng Mai",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Hậu cung 1913,Nửa đầu TK 20,,Hoàng Khắc Minh,Nửa đầu TK 20,Năm 2004 của UBND tỉnh Hà Tây,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,đình Công,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5405,http://ditich.vn\upload\images\ditich\Di-C0091.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Đồng Mai",Đình,,Chưa xếp hạng,Hậu cung 1919,Giữa TK 20,,Hoàng Minh phó tướng,Đầu TK 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,đình Cổ Bản,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5404,http://ditich.vn\upload\images\ditich\Di-C0090.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Đồng Mai",Đình,,Chưa xếp hạng,"Đại đình 1868 (câu đầu phải, 1997 (thượng lương",Giữa TK 20,,Phương Dung công chúa và Ả Lã Nương Lê,Cuối TK 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,chùa Đồng Hoàng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5403,http://ditich.vn\upload\images\ditich\Ch-D0256.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Đồng Mai",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tiền đường 1919,Đầu TK 20,,,Đầu TK 20,QĐ số 2713/QĐUB của UBND tỉnh Hà Tây 2003,(Phúc Lâm Tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,chùa Đồng Dương,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5402,http://ditich.vn\upload\images\ditich\Ch-D0160.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Đồng Mai",Chùa,,Chưa xếp hạng,,Mới sửa lại,,,,,(Vĩnh Khánh Tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,đình Văn Quán,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5401,http://ditich.vn\upload\images\ditich\Di-V0130.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Đỗ Động",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Đại đình 1900,TK 19,,"Quý Minh Đại vương, Tam Thanh, Cao Sơn Đại vương",TK 19,QĐ số 52/2001 ngày 22/12/2001 của Bộ VHTT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,đình Trình Xá,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5400,http://ditich.vn\upload\images\ditich\Di-T0384.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Đỗ Động",Đình,,Chưa xếp hạng,Hậu cung 1919,Nửa đầu TK 20,,Minh Lang Đại vương,Nửa đầu TK 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,đình Động Giã,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5399,http://ditich.vn\upload\images\ditich\Di-D0190.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Đỗ Động",Đình,,Chưa xếp hạng,"Đại đình 1919, Hậu cung 1939",Nửa đầu TK 20,,Thượng đẳng Tôn thần Đông hải Đại vương Nguyễn Phục,Nửa đầu TK 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,đình Cự Thần,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5398,http://ditich.vn\upload\images\ditich\Di-C0089.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Đỗ Động",Đình,,,Đại đình 1929,Nửa đầu TK 20,,Cư sĩ Nguyễn Trạc Đại vương,Nửa đầu TK 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,chùa Văn Quán,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5397,http://ditich.vn\upload\images\ditich\Ch-V0114.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Đỗ Động",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,,Nửa đầu TK 20,,,TK 19,QĐ số 1091 của UBND tỉnh Hà Tây 18/7/2001,(Khánh Long Tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,chùa Trình Xá,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5396,http://ditich.vn\upload\images\ditich\Ch-T0231.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Đỗ Động",Chùa,,Chưa xếp hạng,Tiền đường 1856,Cuối TK 20,,,TK 19,,(Báo Ân Tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,chùa Động Giã,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5395,http://ditich.vn\upload\images\ditich\Ch-D0159.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Đỗ Động",Chùa,,,"Tiền đường 1784 (câu đầu phải, 1924 (câu đầu trái",Nửa đầu TK 20,,,Tiền đường cuối TK 18,,(Thánh Thọ Tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,chùa Cự Thần,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5394,http://ditich.vn\upload\images\ditich\Ch-C0101.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Đỗ Động",Chùa,,Chưa xếp hạng,,Cuối TK 20,,,Cuối TK 20,,"Phúc Lâm Tự, chùa Đại thần",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,đền Vũ Lăng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5393,http://ditich.vn\upload\images\ditich\De-V0031.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Dân Hòa",Đền,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,,Giữa TK 20,,Đoàn Thượng,Giữa TK 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,đền Thờ Đào Quang Nhiên,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5392,http://ditich.vn\upload\images\ditich\De-D0086.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Dân Hòa",Đền,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,,Mới xây dựng lại,,Đào Quang Nhiên,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,đình Vũ Lăng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5391,http://ditich.vn\upload\images\ditich\Di-V0093.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Dân Hòa",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Hậu cung 1886,Giữa TK 20,,"Đông Hải Đoàn Thượng, Quế Anh phu nhân",Giữa TK 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,đình Tiên Lữ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5390,http://ditich.vn\upload\images\ditich\Di-T0271.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Dân Hòa",Đình,,Chưa xếp hạng,"Đại đình 1880 (câu đầu trái, 1948 (câu đầu phải",TK 19,,Hai Bà Trưng,TK 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,đình Canh Hoạch,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5389,http://ditich.vn\upload\images\ditich\Di-C0007.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Dân Hòa",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Đại đình 2009,TK 17,,"Trình Lý, Cao Hân, Trần Quốc Úy",TK 17,QĐ số 680 ngày 19/4/1991 của Bộ VHTT,Đình Vác,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,đình An Khoái,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5388,http://ditich.vn\upload\images\ditich\Di-A0030.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Dân Hòa",Đình,,Chưa xếp hạng,Đại đình 1926,Giữa TK 20,,Tây Nhạc Sơn thần,Giữa TK 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,chùa Vũ Lăng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5387,http://ditich.vn\upload\images\ditich\Ch-V0079.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Dân Hòa",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,"Tiền đường 1929, nhà Tổ 1940",Giữa TK 20,,,Giữa TK 20,,(Linh Quang Tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,chùa Tiên Lữ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5386,http://ditich.vn\upload\images\ditich\Ch-T0230.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Dân Hòa",Chùa,,Chưa xếp hạng,Tiền đường 1965,Giữa TK 20,,,"Tiền đường giữa TK 20, Thiêu hương TK 17, 1 bia 1699, 1 chuông 1799",,(Linh Quang Tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,chùa Phú Thọ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5385,http://ditich.vn\upload\images\ditich\Ch-P0109.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Dân Hòa",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tiền đường 1945,Giữa TK 20,,,TK 17,QĐ số 332/QĐUB của UBND tỉnh Hà Tây 30/3/2004,(Linh Quang Tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,chùa Canh Hoạch,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5384,http://ditich.vn\upload\images\ditich\Ch-C0100.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Dân Hòa",Chùa,,Chưa xếp hạng,Tiền đường 1943,Giữa TK 20,,,Cuối TK 19,,(Diên Phúc Tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,miếu Khúc Thủy,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5383,http://ditich.vn\upload\images\ditich\Mi-K0001.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Cự Khê",Miếu,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,"Hậu cung 1897, Phương đình 1898",Cuối TK 19 - đầu TK 20,,,Cuối TK 19 - đầu TK 20,Bộ VHTT năm 1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,miếu Cự Đà,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5382,http://ditich.vn\upload\images\ditich\Mi-C0003.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Cự Khê",Miếu,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Đại bái 1945,Giữa TK 20,,Trần Thông,Giữa TK 20,QĐ số 6/2000 ngày 13/4/2000 của Bộ VHTT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,đình Khúc Thủy,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5381,http://ditich.vn\upload\images\ditich\Di-K0012.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Cự Khê",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,"Đại đình 1920, Phương đình 1922",Đầu TK 20,,Trần Thông,Đầu TK 20,Bộ VHTT năm 1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,đình Khê Tang,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5380,http://ditich.vn\upload\images\ditich\Di-K0047.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Cự Khê",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Đại đình 1698 (câu đầu trái,Đại đình cuối TK 17 phương đình đầu TK 20,,Trần Hưng Đạo và Trần Thông,Đại đình cuối TK 17 phương đình đầu TK 20,Bộ VHTT năm 1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,đình Khê Tang,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5379,http://ditich.vn\upload\images\ditich\Di-K0008.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Cự Khê",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,"Đại đình 1901 (câu đầu phải, 1912 (câu đầu trái, 1996 (thượng lương, Tiền tế 1927 (thượng lương","Đại đình đầu TK 20, Tiền tế giữa TK 20",,Trần Hưng Đạo và Trần Thông,"Đại đình đầu TK 20, Tiền tế giữa TK 20",QĐ số 15/VHQĐ ngày 27/1/1986 của Bộ VHTT,(Đình Hạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,đình Cự Đà,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5378,http://ditich.vn\upload\images\ditich\Di-C0054.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Cự Khê",Đình,,Chưa xếp hạng,"Đại đình 1850, 1902",Đầu TK 20,,,Giữa TK 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,chùa Khúc Thủy,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5377,http://ditich.vn\upload\images\ditich\Ch-K0039.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Cự Khê",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,,,,,,Bộ VHTT năm 1991,"Thắng Nghiêm Tự, Phật Quang tự, Phúc Đống tự",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,chùa Khúc Thủy,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5376,http://ditich.vn\upload\images\ditich\Ch-K0014.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Cự Khê",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Tiền đường 1922,Giữa TK 20,,,Giữa TK 20,Bộ VHTT năm 1991,(Linh Quang Tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,chùa Khê Tang,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5375,http://ditich.vn\upload\images\ditich\Ch-K0012.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Cự Khê",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Tiền đường 1926,Giữa TK 20,,,"Giữa TK 20, 1 bia 1641, 1 chuông 1798",QĐ số 15/VHQĐ năm 1986 của Bộ VHTT,(Trì Phụng Tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,quán Đàn Viên,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5374,http://ditich.vn\upload\images\ditich\Qu-D0011.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Cao Viên",Quán,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,"Đại bái 1987, Hậu cung 1917, 1972",Mới xây dựng lại,,Linh Lang đại vương,,Ngày 3/7/2000 UBND tỉnh Hà Tây,Quán Tần Danh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,đền Vĩ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5373,http://ditich.vn\upload\images\ditich\De-V0030.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Cao Viên",Đền,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,,,,Vũ Chiếu Tâm,,QĐ số 25 ngày 3/2/1986 của Bộ VHTT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,đền Làng Trung,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5372,http://ditich.vn\upload\images\ditich\De-T0148.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Cao Viên",Đền,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,,Giữa TK 20,,,"Giữa TK 20, 1 tượng TK 19",QĐ số 1081/QĐUB của UBND tỉnh Hà Tây 18/1/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,đền Đống,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5371,http://ditich.vn\upload\images\ditich\De-D0085.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Cao Viên",Đền,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,,Giữa TK 20,,,"Giữa TK 20, 1 bia 1801",QĐ số 454/QĐUB của UBND tỉnh Hà Tây 15/4/1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,đình Đàn Viên,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5370,http://ditich.vn\upload\images\ditich\Di-D0189.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Cao Viên",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,,,,"Linh Lang đại vương, Đông Hải Đại vương, La Sơn Đại vương",,QĐ số 795/QĐUB của UBND tỉnh Hà Tây 29/7/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,đình Thôn Bãi,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5369,http://ditich.vn\upload\images\ditich\Di-B0073.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Cao Viên",Đình,,Chưa xếp hạng,Đại đình 1939,Giữa TK 20,"20°54'02.2""N 105°43'41.1""E",,Giữa TK 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,chùa Hòa Bình,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5368,http://ditich.vn\upload\images\ditich\Ch-H0106.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Cao Viên",Chùa,,Chưa xếp hạng,,Giữa TK 20,,,Giữa TK 20,,"Phúc Viên Tự, chàu Già",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,chùa Giai,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5367,http://ditich.vn\upload\images\ditich\Ch-G0016.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Cao Viên",Chùa,,Chưa xếp hạng,Tiền đường 1852,Giữa TK 20,"20°54'20.5""N 105°44'10.0""E",,"Giữa TK 20, 2 tượng TK 17, 1 chuông 1832",,(Giai Sơn Tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,quán Nghỉ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5366,http://ditich.vn\upload\images\ditich\Qu-N0011.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Cao Dương",Quán,,Chưa xếp hạng,1910,Giữa TK 20,,,Giữa TK 20,,(Cầu Nghỉ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,quán Áng Phao,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5365,http://ditich.vn\upload\images\ditich\Qu-A0001.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Cao Dương",Quán,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,1910,Đầu TK 20,,,Đầu TK 20,QĐ số 680 ngày 19/4/1991 của Bộ VHTT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,miếu Mục Xá,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5364,http://ditich.vn\upload\images\ditich\Mi-M0013.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Cao Dương",Miếu,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,"Đại bái 1932, Hậu cung 1930",Giữa TK 20,,Giác Hải Đại hùng,Giữa TK 20,QĐ số 1811 ngày 31/8/1998 của Bộ VHTT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,miếu Áng Phao,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5363,http://ditich.vn\upload\images\ditich\Mi-A0001.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Cao Dương",Miếu,,Chưa xếp hạng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,đình Thị Nguyên,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5362,http://ditich.vn\upload\images\ditich\Di-T0270.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Cao Dương",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,"Đại đình 1864, Tiền tế 1921, Hậu cung 1937",Nửa đầu TK 20,,Con vua Hùng 18,Cuối TK 19 - đầu TK 20,QĐ số 28 ngày 30/9/1983 của Bộ VHTT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,đình Mục Xá,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5361,http://ditich.vn\upload\images\ditich\Di-M0087.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Cao Dương",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Đại đình 1910,Nửa đầu TK 20,,Giác Hải Đại hùng,"Nửa đầu TK 20, ngai thờ TK 17, 1 sắc phong 1783…",QĐ số 1811 ngày 31/8/1998 của Bộ VHTT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,đình Cao Xá,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5360,http://ditich.vn\upload\images\ditich\Di-C0012.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Cao Dương",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Đại đình 1910,Nửa đầu TK 20,"20°48'45.8""N 105°46'00.8""E",,Nửa đầu TK 20,QĐ số 1811 ngày 31/8/1998 của Bộ VHTT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,đình Áng Phao,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5359,http://ditich.vn\upload\images\ditich\Di-A0019.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Cao Dương",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Đại đình 1912,Giữa TK 20,,"Tri Pháp, Đổng Tây, Cư Sĩ","Giữa TK 20, 1 hương án TK 18…",QĐ số 680 ngày 19/4/1991 của Bộ VHTT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,chùa Rĩ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5358,http://ditich.vn\upload\images\ditich\Ch-R0002.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Cao Dương",Chùa,,Chưa xếp hạng,Tiền đường 1986,Thượng điện Giữa TK 20,,,"Thượng điện Giữa TK 20,1 bia 1642, 1 bia 1859...",,(Anh Linh Tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,chùa Mục Xá,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5357,http://ditich.vn\upload\images\ditich\Ch-M0036.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Cao Dương",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tiền đường 1997,Cuối TK 20,,,,QĐ số 174/QĐUB của UBND tỉnh Hà Tây 5/5/2002,Sùng Phúc tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,chùa Thị Nguyên,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5356,http://ditich.vn\upload\images\ditich\Ch-T0347.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Cao Dương",Chùa,,Chưa xếp hạng,,,"20°49'01.4""N 105°45'33.6""E",,,,A Dĩ tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,chùa Cao Xá,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5355,http://ditich.vn\upload\images\ditich\Ch-C0099.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Cao Dương",Chùa,,Chưa xếp hạng,,Giữa TK 20,,,Giữa TK 20,,(Thắng Quang Tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,chùa Áng Phao,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5354,http://ditich.vn\upload\images\ditich\Ch-A0027.jpg,"Tp.Hà Nội, huyện Thanh Oai, xã Cao Dương",Chùa,,Chưa xếp hạng,,Giữa TK 20,"20°48'20.4""N 105°46'02.3""E",,Giữa TK 20,,Cảnh Quang tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
