name,url,img,loc,Loại hình di tích,Loại hình xếp hạng,Xếp hạng,Niên đại tuyệt đối,Niên đại chủ đạo,Tọa độ,Đối tượng thờ,Dấu vết vật chất sớm nhất,Quyết định xếp hạng,Tên khác,Niên đại khởi dựng
Đền Đa Hoà,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5962,http://ditich.vn\upload\images\ditich\De-D0009.jpg,"Hưng Yên, Khoái Châu, Bình Minh",Đền,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Nhà đại tế,,"20°49'14.0""N 105°58'12.9""E",Chử Đồng Tử và hai phu nhân,Dấu vết trên di vật,năm 1990,,
Văn chỉ làng Trung,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5961,http://ditich.vn\upload\images\ditich\Vc-T0008.jpg,"Hưng Yên, Khoái Châu, An Vỹ",Văn Chỉ,Di tích kiến trúc nghệ thuật,,,,"20°50'26.5""N 105°58'08.4""E",,Dấu vết trên di vật,,,
Lăng Tô Tượng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5960,http://ditich.vn\upload\images\ditich\LM-T0010.jpg,"Hưng Yên, Khoái Châu, An Vỹ",Lăng,Di tích kiến trúc nghệ thuật,,,Thế kỷ 19,"20°50'26.5""N 105°58'08.4""E",Lê Triều Thị nội giám tổng Thái Giám trù thọ hầu Trần Tướng Công( Bia),Dấu vết trên kiến trúc,,,
Lăng Nguyễn Bá Khanh,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5959,http://ditich.vn\upload\images\ditich\LM-N0005.jpg,"Hưng Yên, Khoái Châu, An Vỹ",Lăng,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,,Thế kỷ 18,"20°50'26.5""N 105°58'08.4""E",Nguyễn Bá Khanh – Tả tướng quân Thái tổ Đại tư đồ thời Cảnh Hưng,Dấu vết trên kiến trúc,,,
Đền Thượng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5958,http://ditich.vn\upload\images\ditich\De-T0174.jpg,"Hưng Yên, Khoái Châu, An Vỹ",Đền,Di tích kiến trúc nghệ thuật,,Tiền bái,Tiền bái,"20°50'26.5""N 105°58'08.4""E",Ba vợ chồng Chử Đồng Tử,Dấu vết trên di vật,,,
Chùa Mạn Xuyên,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5957,http://ditich.vn\upload\images\ditich\Ch-M0064.jpg,"Hưng Yên, Khoái Châu, Tứ Dân",Chùa,Di tích kiến trúc nghệ thuật,,Tiền đường,Tiền đường - Đầu thế kỷ 20,"20°50'06.1""N 105°55'46.5""E",,Thế kỷ 20,,,
Chùa Thông Quan Hạ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5956,http://ditich.vn\upload\images\ditich\Ch-T0330.jpg,"Hưng Yên, Khoái Châu, TT Khoái Châu",Chùa,Di tích kiến trúc nghệ thuật,,Điện Mẫu – Duy Tân 10 (1914) – TL,"Điện mẫu - Đầu thế kỷ 20, Tiền đường","20°49'53.0""N 105°58'48.9""E",,Dấu vết trên di vật,,Ân Quang tự,
Chùa Hai Thôn,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5955,http://ditich.vn\upload\images\ditich\Ch-H0145.jpg,"Hưng Yên, Khoái Châu, Thành Công",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Tiền đường,Tiền đường,"20°46'09.4""N 105°59'35.7""E",,02 Bia đá,,,
Chùa Quan Xuyên,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5954,http://ditich.vn\upload\images\ditich\Ch-Q0056.jpg,"Hưng Yên, Khoái Châu, Thành Công",Chùa,Di tích kiến trúc nghệ thuật,,,,"20°46'09.4""N 105°59'35.7""E",,,,,
Chùa Dương Trạch,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5953,http://ditich.vn\upload\images\ditich\Ch-D0238.jpg,"Hưng Yên, Khoái Châu, Tân Dân",Chùa,Di tích kiến trúc nghệ thuật,,,,"20°51'48.9""N 105°58'59.1""E",,,,,
Chùa Kim Quan,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5952,http://ditich.vn\upload\images\ditich\Ch-K0078.jpg,"Hưng Yên, Khoái Châu, Phùng Hưng",Chùa,Di tích kiến trúc nghệ thuật,,Tiền đường,Tiền đường,"20°48'14.8""N 105°59'31.3""E",,Dấu vết trên di vật,,Kim Hoa,
Chùa Tiểu Quan,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5951,http://ditich.vn\upload\images\ditich\Ch-T0329.jpg,"Hưng Yên, Khoái Châu, Phùng Hưng",Chùa,Di tích kiến trúc nghệ thuật,,Tiền đường -2000,Tiền đường,"20°48'14.8""N 105°59'31.3""E",,Dấu vết trên kiến trúc,,Sùng Phúc,
Chùa Nhuế Dương,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5950,http://ditich.vn\upload\images\ditich\Ch-N0153.jpg,"Hưng Yên, Khoái Châu, Khoái Châu",Chùa,Di tích kiến trúc nghệ thuật,,Tiền đường,Tiền đường,"20°49'53.0""N 105°58'48.9""E",,Dấu vết trên kiến trúc,,Viên Quang tự,
Chùa Kênh Thượng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5949,http://ditich.vn\upload\images\ditich\Ch-K0077.jpg,"Hưng Yên, Khoái Châu, Liên Khê",Chùa,Di tích kiến trúc nghệ thuật,,,Đầu thế kỷ 20,"20°48'30.6""N 105°57'22.0""E",,Dấu vết trên kiến trúc,,Cảm Ứng,
Chùa Bối Khê,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5948,http://ditich.vn\upload\images\ditich\Ch-B0033.jpg,"Hưng Yên, Khoái Châu, Liên Khê",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Nhà tổ,Điện mẫu,"20°48'30.6""N 105°57'22.0""E",,Dấu vết trên kiến trúc,năm 1999,Vĩnh Khánh,
Chùa Liên Hoa,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5947,http://ditich.vn\upload\images\ditich\Ch-L0123.jpg,"Hưng Yên, Khoái Châu, Hồng Tiến",Chùa,Di tích kiến trúc nghệ thuật,,Thượng điện,Tiền đường,"20°49'26.1""N 106°01'05.4""E",,Dấu vết trên di vật,,Triều Hoa,
Chùa An Lạc,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5946,http://ditich.vn\upload\images\ditich\Ch-A0043.jpg,"Hưng Yên, Khoái Châu, Đồng Tiến",Chùa,Di tích kiến trúc nghệ thuật,,Tiền đường,Tiền đường,"20°49'59.1""N 106°00'41.1""E",,Dấu vết trên kiến trúc,,,
Chùa Thốp,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5945,http://ditich.vn\upload\images\ditich\Ch-T0328.jpg,"Hưng Yên, Khoái Châu, Đông Kết",Chùa,Di tích kiến trúc nghệ thuật,,,Nửa cuối thế kỷ 20,"20°49'24.0""N 105°56'44.3""E",,Dấu vết trên di vật,,Tháp Am,
Chùa Lạc Thủy,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5944,http://ditich.vn\upload\images\ditich\Ch-L0005.jpg,"Hưng Yên, Khoái Châu, Đông Kết",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,,Tam bảo,"20°49'24.0""N 105°56'44.3""E",,Dấu vết trên di vật,,,
Chùa Lãnh Điểm,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5943,http://ditich.vn\upload\images\ditich\Ch-L0122.jpg,"Hưng Yên, Khoái Châu, Đại Tập",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tiền đường,Tiền đường+ Thượng điện - Đầu thế kỷ 20,"20°47'25.8""N 105°57'09.1""E",,Dấu vết trên di vật,năm 2006,,
Chùa Yên Lịch,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5942,http://ditich.vn\upload\images\ditich\Ch-Y0028.jpg,"Hưng Yên, Khoái Châu, Dân Tiến",Chùa,Di tích kiến trúc nghệ thuật,,Thượng điện,Tam bảo,"20°50'16.2""N 106°00'43.3""E",,Dấu vết trên di vật,,,
Chùa Đào Viên,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5941,http://ditich.vn\upload\images\ditich\Ch-D0237.jpg,"Hưng Yên, Khoái Châu, Dân Tiến",Chùa,Di tích kiến trúc nghệ thuật,,,,"20°50'16.2""N 106°00'43.3""E",,,,,
Chùa Vân Trì,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5940,http://ditich.vn\upload\images\ditich\Ch-V0101.jpg,"Hưng Yên, Khoái Châu, Dân Tiến",Chùa,Di tích kiến trúc nghệ thuật,,Thượng điện,Tam bảo,"20°50'16.2""N 106°00'43.3""E",,Dấu vết trên kiến trúc,,,
Chùa Thiết Trụ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5939,http://ditich.vn/upload/files/Ch-T0327.jpg,"Hưng Yên, Khoái Châu, Bình Minh",Chùa,Di tích kiến trúc nghệ thuật,,,"Tiền đường, Tam bảo – Cuối thế kỷ 20","20°49'14.0""N 105°58'12.9""E",,Dấu vết trên kiến trúc,,,
Chùa Thượng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5938,http://ditich.vn\upload\images\ditich\Ch-T0326.jpg,"Hưng Yên, Khoái Châu, An Vỹ",Chùa,Di tích kiến trúc nghệ thuật,,Tiền đường,Tiền đường,"20°50'26.5""N 105°58'08.4""E",,Dấu vết trên ndi vật,,,
Chùa Trung,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5937,http://ditich.vn\upload\images\ditich\Ch-T0325.jpg,"Hưng Yên, Khoái Châu, An Vỹ",Chùa,Di tích kiến trúc nghệ thuật,,Tiền đường,Tiền đường,"20°50'26.5""N 105°58'08.4""E",,Dấu vết trên di vật,,,
Đình Yên Khê,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5936,http://ditich.vn\upload\images\ditich\Di-Y0062.jpg,"Hưng Yên, Khoái Châu, Việt Hoà",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,,Đại đình,"20°48'43.1""N 106°01'13.2""E","Châu Công, Minh Công – Tướng Hai Bà Trưng",Dáu vết trên di vật,,,
Đình Vân Trì,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5915,http://ditich.vn\upload\images\ditich\Di-V0122.jpg,"Hưng Yên, Khoái Châu, Việt Hoà",Đình,Di tích kiến trúc nghệ thuật,,Đại đình,Đại đình,"20°48'43.1""N 106°01'13.2""E","Ngũ Nhạc đại vương (thời Lý), Nàng Mây công chúa",Dấu vết trên di vật,,,
Đình Phương Trù,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5935,http://ditich.vn\upload\images\ditich\Di-P0161.jpg,"Hưng Yên, Khoái Châu, Tứ Dân",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Đại đình,Tiền tế,"20°50'06.1""N 105°55'46.5""E",Chử Đồng Tử và hai phu nhân,Dấu vết trên di vật,năm 2006,,
Đình Mạn Xuyên,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5934,http://ditich.vn\upload\images\ditich\Di-M0084.jpg,"Hưng Yên, Khoái Châu, Tứ Dân",Đình,Di tích kiến trúc nghệ thuật,,ống muống,Đại đình - Đầu thế kỷ 20,"20°50'06.1""N 105°55'46.5""E",Thành hoàng làng bản thổ,Dấu vết trên kiến trúc,,,
Đình Sài Thị Hạ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5933,http://ditich.vn\upload\images\ditich\Di-S0033.jpg,"Hưng Yên, Khoái Châu, Thuần Hưng",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Đại đình,Đại đình – Cuối thế kỷ 19,"20°46'46.9""N 105°59'27.3""E",Hai vị thành hoàng,Dấu vết trên kiến trúc,,,
Đình Quan Xuyên,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5931,http://ditich.vn\upload\images\ditich\Di-Q0007.jpg,"Hưng Yên, Khoái Châu, Thành Công",Đình,Di tích kiến trúc nghệ thuật,,,,"20°46'09.4""N 105°59'35.7""E",Không vào được,,,,
Đình Thọ Bình,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5930,http://ditich.vn\upload\images\ditich\Di-T0372.jpg,"Hưng Yên, Khoái Châu, Tân Dân",Đình,Di tích kiến trúc nghệ thuật,,Đại đình,Đại đình,"20°51'48.9""N 105°58'59.1""E",3 vợ chồng Chử Đồng Tử,Dấu vết trên kiến trúc,,,
Đình Bình Dân,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5929,http://ditich.vn\upload\images\ditich\Di-B0100.jpg,"Hưng Yên, Khoái Châu, Tân Dân",Đình,Di tích kiến trúc nghệ thuật,,Đại đình,Đai đình,"20°51'48.9""N 105°58'59.1""E","Thành hoàng làng, Tứ quan phu nhân, Lý Triều Hoàng Thái Hậu",Dấu vết trên di vật,,,
Đình Dương Trạch,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5928,http://ditich.vn/upload/files/Anh%20hien%20trang%20nam%202008%20(1).JPG,"Hưng Yên, Khoái Châu, Tân Dân",Đình,Di tích kiến trúc nghệ thuật,,,,"20°51'48.9""N 105°58'59.1""E",,,,,
Đình An Dân,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5927,http://ditich.vn\upload\images\ditich\Di-A0046.jpg,"Hưng Yên, Khoái Châu, Tân Dân",Đình,Di tích kiến trúc nghệ thuật,,Tiền tế,Toàn bộ công trình,"20°51'48.9""N 105°58'59.1""E",Thành hoàng làng,Dấu vết trên kiến trúc,,,
Đình Ngọc Nha Thượng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5926,http://ditich.vn\upload\images\ditich\Di-N0031.jpg,"Hưng Yên, Khoái Châu, Phùng Hưng",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Đại đình,Đại đình+ Hậu cung,"20°48'14.8""N 105°59'31.3""E",Thành hoàng làng Trương Tiến Công,Dấu vết trên di vật,năm 1999,,
Đình Thôn Kim Quan,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5925,http://ditich.vn\upload\images\ditich\Di-K0067.jpg,"Hưng Yên, Khoái Châu, Phùng Hưng",Đình,Di tích kiến trúc nghệ thuật,,Đại đình,Đại đình,"20°48'14.8""N 105°59'31.3""E","Ngũ đại vương hiệu uý ngũ lang viên quân đại thần,u Thổ mộc đại vương, Đỗ quý công mẫn thắng chi thần ...",Dấu vết trên kiến trúc,,,
Đình Nhuế Dương,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5924,http://ditich.vn\upload\images\ditich\Di-N0058.jpg,"Hưng Yên, Khoái Châu, Nhuế Dương",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,,Đại đình,"20°45'40.8""N 105°59'14.2""E",Thành hoàng làng,Dấu vết trên kiến trúc,năm 1995,,
Đình Kênh Thượng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5923,http://ditich.vn\upload\images\ditich\Di-K0066.jpg,"Hưng Yên, Khoái Châu, Liên Khê",Đình,Di tích kiến trúc nghệ thuật,,Đại đình,Đại đình,"20°48'30.6""N 105°57'22.0""E",Chử Đồng Tử và hai phu nhân,Dấu vết trên di vật,,,
Đình Bối Khê,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5922,http://ditich.vn\upload\images\ditich\Di-B0028.jpg,"Hưng Yên, Khoái Châu, Liên Khê",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Đại đình,Đại đình,"20°48'30.6""N 105°57'22.0""E",Nguyễn Mục Đại vương,Dấu vết trên di vật,năm 1999,,
Đình Hoàng Vân Ngoại,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5921,http://ditich.vn\upload\images\ditich\Di-H0149.jpg,"Hưng Yên, Khoái Châu, Hồng Tiến",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Đại đình,,"20°49'26.1""N 106°01'05.4""E",Thái uý Đỗ Anh Vũ,Dấu vết trên di vật,năm 1998,,
Đình An Cảnh Thượng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5920,http://ditich.vn\upload\images\ditich\Di-A0045.jpg,"Hưng Yên, Khoái Châu, Hàm Tử",Đình,Di tích kiến trúc nghệ thuật,,Đại đình,,"20°50'55.3""N 105°56'51.3""E",Chử Đồng Tử và hai phu nhân,,,,
Đình Lạc Thủy,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5919,http://ditich.vn\upload\images\ditich\Di-L0122.jpg,"Hưng Yên, Khoái Châu, Đông Kết",Đình,Di tích kiến trúc nghệ thuật,,Tiền tế,Cuối thế kỷ 20,"20°49'05.9""N 105°56'33.1""E",Thành hoàng làng,Dấu vết trên kiến trúc,,,
Đình làng Tử Lý,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5918,http://ditich.vn\upload\images\ditich\Di-T0371.jpg,"Hưng Yên, Khoái Châu, Đông Ninh",Đình,Di tích kiến trúc nghệ thuật,,Đại đình,Đại đình,"20°48'08.9""N 105°55'41.3""E",Linh Lang,Dấu vết trên kiến trúc,,,
Đình Nội Doanh,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5917,http://ditich.vn\upload\images\ditich\Di-N0173.jpg,"Hưng Yên, Khoái Châu, Đông Ninh",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Đại đình,Đại đình,"20°48'08.9""N 105°55'41.3""E",4 vị,Dấu vết trên kiến trúc,năm 2006,,
Đình Yên Lịch,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5916,http://ditich.vn\upload\images\ditich\Di-Y0061.jpg,"Hưng Yên, Khoái Châu, Dân Tiến",Đình,Di tích kiến trúc nghệ thuật,,,,"20°50'16.2""N 106°00'43.3""E","Ngũ nhạc đại vương, nương mây công chúa",,,,
Đình Đức Nhuận,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5914,http://ditich.vn\upload\images\ditich\Di-D0277.jpg,"Hưng Yên, Khoái Châu, Dạ Trạch",Đình,Di tích kiến trúc nghệ thuật,,Đại đình,Đại đình,"20°52'10.6""N 105°57'14.8""E",Chử Đồng Tử và hai vị phu nhân + Thành hoàng bản thổ,Dấu vết trên kiến trúc,,,
Đình Đông Tảo Đông,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5913,http://ditich.vn\upload\images\ditich\Di-D0276.jpg,"Hưng Yên, Khoái Châu, Đông Tảo",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Đại bái,Đại bái,"20°53'25.2""N 105°57'22.8""E",Chử Đồng Tử và hai phu nhân,Dấu vết trên di vật,năm 2006,,
Đình Phú Hoà,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5912,http://ditich.vn\upload\images\ditich\Di-P0160.jpg,"Hưng Yên, Khoái Châu, Bình Kiều",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Đại bái,Đại bái,"20°49'14.0""N 105°58'12.9""E","Chử Đồng Tử và hai phu nhân, Thành hoàng làng",Dấu vết trên kiến trúc,năm 2008,,
Đình Trung,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5911,http://ditich.vn\upload\images\ditich\Di-T0137.jpg,"Hưng Yên, Khoái Châu, An Vỹ",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Đại đình,Đại đình,"20°50'26.5""N 105°58'08.4""E","Ba vợ chồng Chử Đồng Tử, Nguyễn Bá Khanh, Trần Công Sán",Dấu vết trên kiến trúc,năm 2005,,
Đình Mới,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5910,http://ditich.vn\upload\images\ditich\Di-M0083.jpg,"Hưng Yên, Khoái Châu, An Vỹ",Đình,Di tích kiến trúc nghệ thuật,,Mới xây dựng,,"20°50'26.5""N 105°58'08.4""E",Trần Công Sán (Thế kỷ 18),,,,
Nhà thờ họ Vũ Tân,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5909,http://ditich.vn\upload\images\ditich\TD-V0021.jpg,"Hưng Yên, Ân Thi, Tiền Phong",Nhà thờ,,,Nhà thờ chính,,"20°45'45.0""N 106°08'34.2""E",Tổ tiên,Dấu vết trên kiến trúc,,,Nhà thờ chính
Nhà ông Nguyễn Thế Hanh,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5908,http://ditich.vn\upload\images\ditich\TD-N0094.jpg,"Hưng Yên, Ân Thi, Quang Vinh",Nhà cổ,,,Nhà thờ,,"20°51'01.2""N 106°05'27.8""E",Tổ tiên,Dấu vết trên kiến trúc,,,Nhà thờ
Nhà thờ họ Đỗ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5907,http://ditich.vn\upload\images\ditich\TD-D0044.jpg,"Hưng Yên, Ân Thi, Quang Vinh",Nhà thờ,,,Nhà thờ,,"20°51'01.2""N 106°05'27.8""E",Tổ tiên,Dấu vết trên kiến trúc,,,Nhà thờ
Nhà thờ họ Phạm Đại,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5906,http://ditich.vn\upload\images\ditich\TD-P0037.jpg,"Hưng Yên, Ân Thi, Đào Dương",Nhà thờ,,,Nhà thờ chính,,"20°51'01.2""N 106°05'27.8""E",Tổ tiên,Dấu vết trên kiến trúc,,,Nhà thờ chính
Nhà thờ họ Bùi Văn,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5905,http://ditich.vn\upload\images\ditich\TD-B0007.jpg,"Hưng Yên, Ân Thi, Đào Dương",Nhà thờ,,,Nhà thờ chính,,"20°51'01.2""N 106°05'27.8""E",Tổ tiên,Dấu vết trên kiến trúc,,,Nhà thờ chính
Nhà thờ họ Phạm,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5904,http://ditich.vn\upload\images\ditich\TD-P0036.jpg,"Hưng Yên, Ân Thi, Bãi Sậy",Nhà thờ,,,Cuối thế kỷ 19,,"20°51'43.8""N 106°07'35.0""E",Tổ tiên,Dấu vết trên kiến trúc,,,Thành Thái Nhâm Dần (1902)- TL
Văn chỉ Bình Hồ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5903,http://ditich.vn\upload\images\ditich\Vc-B0004.jpg,"Hưng Yên, Ân Thi, Quảng Lãng",Văn Chỉ,,,,,"20°48'30.9""N 106°03'59.2""E",Tổ tiên,01 Bia,,,
Phủ Chúa,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5902,http://ditich.vn\upload\images\ditich\Ph-C0003.jpg,"Hưng Yên, Ân Thi, Phù Ủng",Phủ,,,,,"20°53'31.4""N 106°08'11.6""E",Cung phi Tĩnh Huệ,,,,
Đền Phù Ủng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5901,http://ditich.vn\upload\images\ditich\De-P0033.jpg,"Hưng Yên, Ân Thi, Phù Ủng",Đền,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Xây lại mới năm 1987,,"20°53'31.4""N 106°08'11.6""E",Tướng quân Phạm Ngũ Lão,02 Bia,nâm 1989,,
Đền Mẫu,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5900,http://ditich.vn\upload\images\ditich\De-M0032.jpg,"Hưng Yên, Ân Thi, Phù Ủng",Đền,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Tiền bái,Tiền bái,"20°53'31.4""N 106°08'11.6""E",Mẹ nuôi Phạm Ngũ Lão,04 Tượng hậu – Thế kỷ 18 +01 Cây hương,năm 1989,,
Đền Nhân Vũ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5899,http://ditich.vn\upload\images\ditich\De-N0073.jpg,"Hưng Yên, Ân Thi, Nguyễn Trãi",Đền,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Tiền bái,Tiền bái,"20°47'16.9""N 106°06'40.2""E",Quách Ngọc Chi (Nữ tướng Hai bà),Dấu vết trên kiến trúc,năm 1994,,
Đền Trà Phương,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5898,http://ditich.vn\upload\images\ditich\De-T0164.jpg,"Hưng Yên, Ân Thi, Hồng Vân",Đền,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Tiền bái,Đại bái,"20°47'28.1""N 106°04'24.1""E",Thái thượng lão quân,Dấu vết trên kiến trúc,năm 1993,,
Đền Xá,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5897,http://ditich.vn\upload\images\ditich\De-X0019.jpg,"Hưng Yên, Ân Thi, Cẩm Ninh",Đền,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Tiền bái,"Tiền bái, Hậu cung, Trung cung – Nửa đầu thế kỷ 20","20°46'32.9""N 106°05'17.8""E",Đế Thích,Bia đá,năm 1992,,
